FirstName,LastName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Radomir,SLIZ,m,CZE,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,12,5.9,8,NA,13.9
Enkhtuvshin,DAMDINDORJ,m,MGL,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,13,5.7,7.866,NA,13.566
Alexander,MYAKININ,m,ISR,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,14,5.7,7.733,NA,13.433
Yumin,ABBADINI,m,ITA,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,15,6.4,7.033,NA,13.433
Riley,LOOS,m,USA,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,16,5.8,7.6,NA,13.4
Kevin George,BUCKLEY,m,SLO,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,17,5,8.233,NA,13.233
Ilyas,AZIZOV,m,KAZ,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,18,6,7.166,NA,13.166
Ngoc Xuan Thien,DANG,m,VIE,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,19,5.2,7.9,NA,13.1
Ivan,TIKHONOV,m,AZE,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,20,6,7.1,NA,13.1
,ABDELHALEEM,m,EGY,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,21,5.8,7.266,NA,13.066
Al Harith,RAKAN,m,QAT,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,22,4.7,8.333,NA,13.033
Nicola,BARTOLINI,m,ITA,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,23,5.4,7.6,NA,13
Nils,DUNKEL,m,GER,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,24,5.9,7.033,NA,12.933
Kazuki,MATSUMI,m,JPN,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,25,6,6.866,NA,12.866
Ahmad,ABU AL SOUD,m,JOR,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,26,5.1,7.7,NA,12.8
Takeru,KITAZONO,m,JPN,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,27,5.4,7.4,NA,12.8
Nicholas,TARCA,m,ROU,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,27,5.4,7.4,NA,12.8
Levan,SKHILADZE,m,GEO,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,29,5.7,7.1,NA,12.8
Pascal,BRENDEL,m,GER,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,30,6.1,6.566,NA,12.666
Ricards,PLATE,m,LAT,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,31,4.1,8.366,NA,12.466
Daniel,CARRION CARO,m,ESP,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,32,5,7.466,NA,12.466
Mateo,ZUGEC,m,CRO,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,33,5.5,6.866,NA,12.366
Cameron Lie,BERNARD,m,FRA,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,34,5,7.133,NA,12.133
Filip,UDE,m,CRO,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,35,4.7,7.4,NA,12.1
Ahmed,ABDELRAHMAN,m,EGY,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,36,4.7,7.366,NA,12.066
Xheni,DYRMISHI,m,AUT,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,37,5.6,6.4,NA,12
Blake,SUN,m,USA,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,38,5.7,6.266,NA,11.966
Usukhbayar,ERKHEMBAYAR,m,MGL,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,39,4.9,7.033,NA,11.933
,NOURISHOURAKCHALI,m,IRI,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,40,4.2,7.666,NA,11.866
Mehmet Ayberk,KOSAK,m,TUR,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,41,4.6,7.066,NA,11.666
Georgios,KELESIDIS,m,GRE,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,42,5.1,6.3,NA,11.4
Bidzina,SITCHINAVA,m,GEO,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,43,4.3,7.033,NA,11.333
David,VECSERNYES,m,HUN,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,44,4.6,6.666,NA,11.266
Pau,JIMENEZ,m,ESP,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,45,3.9,7.166,NA,11.066
Robert,BURTANETE,m,ROU,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,46,4.4,6.533,NA,10.933
Antonios,TANTALIDIS,m,GRE,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,47,4.7,6.133,NA,10.833
Pavel,TITOV,m,FIN,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,48,4.8,6.033,NA,10.833
Robert,KIRMES,m,FIN,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,49,5.6,5.2,NA,10.8
Miroslav,DURAK,m,CZE,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,50,3.9,6.566,NA,10.466
Sebastian,GAWRONSKI,m,POL,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,51,4.2,6.166,NA,10.366
Andres,MARTINEZ MORENO,m,COL,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,52,4.8,5.5,NA,10.3
Filip,SASNAL,m,POL,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,53,4.3,5.5,NA,9.8
Nicolas,GARFIAS,m,PER,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,54,3.4,6.6,3,7
Nikita,SIMONOV,m,AZE,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,1,6.2,8.533,NA,14.733
Mahdi,AHMAD KOHANI,m,IRI,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,2,6,8.5,NA,14.5
Van Khanh Phong,NGUYEN,m,VIE,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,3,5.9,8.333,NA,14.233
Mehmet Ayberk,KOSAK,m,TUR,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,4,6,8.233,NA,14.233
Carlos Edriel,YULO,m,PHI,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,5,5.7,8.466,NA,14.166
Riley,LOOS,m,USA,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,6,5.7,8.4,NA,14.1
Vinzenz,HOECK,m,AUT,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,7,6,8.1,NA,14.1
Guan Yi,LIN,m,TPE,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,8,5.9,8.133,NA,14.033
,KHOSRONEZHAD,m,IRI,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,9,5.6,8.266,NA,13.866
Kazuki,MATSUMI,m,JPN,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,10,5.6,8.133,NA,13.733
Kerem,SENER,m,TUR,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,11,5.2,8.366,NA,13.566
Pavel,KARNEJENKO,m,GBR,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,12,5.6,7.866,NA,13.466
Gabriel,BURTANETE,m,ROU,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,13,5.1,8.233,NA,13.333
,KONSTANTINIDIS,m,GRE,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,14,6,7.3,NA,13.3
Harry,HEPWORTH,m,GBR,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,15,5.7,7.533,NA,13.233
Illia,KOVTUN,m,UKR,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,16,5.3,7.833,NA,13.133
Matteo,LEVANTESI,m,ITA,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,17,4.7,8.333,NA,13.033
Sebastian,GAWRONSKI,m,POL,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,18,5,8,NA,13
Cameron Lie,BERNARD,m,FRA,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,19,5.2,7.766,NA,12.966
Fabian,DE LUNA,m,MEX,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,20,5.4,7.5,NA,12.9
Ali,ZAHRAN,m,EGY,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,21,6.1,6.8,NA,12.9
Akseli,KARSIKAS,m,FIN,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,22,4.7,8.166,NA,12.866
Andrey,MEDVEDEV,m,ISR,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,23,4.3,8.533,NA,12.833
Levan,SKHILADZE,m,GEO,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,24,4.8,8.033,NA,12.833
Nils,DUNKEL,m,GER,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,25,5.3,7.533,NA,12.833
Mohamed,AFIFY,m,EGY,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,26,4.9,7.9,NA,12.8
Samuel,DICK,m,NZL,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,26,4.9,7.9,NA,12.8
Pau,JIMENEZ,m,ESP,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,28,4.5,8.2,NA,12.7
Dmitriy,PATANIN,m,KAZ,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,29,4.3,8.366,NA,12.666
Filip,SASNAL,m,POL,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,30,4.2,8,NA,12.2
Daniel,BAGO,m,CZE,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,31,4.3,7.9,NA,12.2
Asadbek,AZAMOV,m,UZB,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,32,4.9,7.2,NA,12.1
Dilan,JIMENEZ GIRALDO,m,COL,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,33,5.3,6.566,NA,11.866
Daniel,CARRION CARO,m,ESP,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,34,4.5,7.333,NA,11.833
Takeru,KITAZONO,m,JPN,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,35,5.7,6.066,NA,11.766
Miroslav,DURAK,m,CZE,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,36,4,7.633,NA,11.633
Ricards,PLATE,m,LAT,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,37,4.2,7.2,NA,11.4
Kevin George,BUCKLEY,m,SLO,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,38,4,7.2,NA,11.2
Usukhbayar,ERKHEMBAYAR,m,MGL,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,39,3.9,7.4,0.3,11
Enkhtuvshin,DAMDINDORJ,m,MGL,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,40,3.8,7.1,NA,10.9
Mahdi,OLFATI,m,IRI,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,1,5.6,9.266,NA,14.866
Mahdi,OLFATI,m,IRI,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,1,5.6,9.433,NA,15.033
Carlos Edriel,YULO,m,PHI,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,2,5.6,9.4,NA,15
Carlos Edriel,YULO,m,PHI,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,2,5.6,9.233,NA,14.833
Andrey,MEDVEDEV,m,ISR,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,3,5.6,9.1,NA,14.7
Andrey,MEDVEDEV,m,ISR,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,3,5.6,9.1,NA,14.7
Gabriel,BURTANETE,m,ROU,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,4,5.6,9.066,NA,14.666
Gabriel,BURTANETE,m,ROU,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,4,5.6,9.133,NA,14.733
Nicola,BARTOLINI,m,ITA,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,5,5.2,9.533,NA,14.733
Nicola,BARTOLINI,m,ITA,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,5,4.8,9.266,NA,14.066
Aurel,BENOVIC,m,CRO,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,6,5.2,9.433,NA,14.633
Aurel,BENOVIC,m,CRO,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,6,5.2,8.966,NA,14.166
Harry,HEPWORTH,m,GBR,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,7,5.6,9.133,NA,14.733
Harry,HEPWORTH,m,GBR,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,7,5.6,8.633,0.3,13.933
Wai Hung,SHEK,m,HKG,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,8,6,7.833,0.3,13.533
Wai Hung,SHEK,m,HKG,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,8,5.6,9.233,NA,14.833
,CUNNINGHAM,m,IRL,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,9,5.2,9.266,NA,14.466
,CUNNINGHAM,m,IRL,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,9,4.8,9.066,NA,13.866
Hai Khang,TRINH,m,VIE,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,10,5.6,8.9,NA,14.5
Hai Khang,TRINH,m,VIE,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,10,5,8.9,0.1,13.8
Omar,MOHAMED,m,EGY,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,11,5.6,8.833,0.1,14.333
Omar,MOHAMED,m,EGY,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,11,4.8,9.133,NA,13.933
,YONEKURA,m,JPN,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,12,6,7.866,0.3,13.566
,YONEKURA,m,JPN,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,12,5.6,8.866,NA,14.466
Filip,SASNAL,m,POL,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,13,5.2,8.9,NA,14.1
Filip,SASNAL,m,POL,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,13,4.8,9.066,NA,13.866
,GAWRONSKI,m,POL,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,14,5.6,8.3,NA,13.9
,GAWRONSKI,m,POL,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,14,5.2,8.833,0.1,13.933
Ka Ki,NG,m,HKG,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,15,5.6,9.033,NA,14.633
Ka Ki,NG,m,HKG,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,15,5.2,7.9,NA,13.1
Mehmet,KOSAK,m,TUR,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,16,5.2,8.666,0.1,13.766
Mehmet,KOSAK,m,TUR,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,16,4.8,9.133,NA,13.933
Asadbek,AZAMOV,m,UZB,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,17,5.2,8.833,NA,14.033
Asadbek,AZAMOV,m,UZB,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,17,4.8,8.866,0.1,13.566
Wei Sheng,TSENG,m,TPE,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,18,5.6,7.866,0.1,13.366
Wei Sheng,TSENG,m,TPE,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,18,5.2,8.933,NA,14.133
,ERKHEMBAYAR,m,MGL,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,19,4.8,9.2,NA,14
,ERKHEMBAYAR,m,MGL,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,19,4,9.433,NA,13.433
Illia,KOVTUN,m,UKR,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,20,5.2,9,NA,14.2
Illia,KOVTUN,m,UKR,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,20,5.2,8,NA,13.2
Ondrej,KALNY,m,CZE,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,21,5.2,7.966,NA,13.166
Ondrej,KALNY,m,CZE,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,21,5.2,9.033,NA,14.233
Fabian,DE LUNA,m,MEX,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,22,5.2,8.9,NA,14.1
Fabian,DE LUNA,m,MEX,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,22,5.2,7.9,NA,13.1
,CARRION CARO,m,ESP,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,23,5.2,8.866,0.1,13.966
,CARRION CARO,m,ESP,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,23,4,9.033,NA,13.033
Dusan,DORDEVIC,m,SRB,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,24,5.2,7.966,0.3,12.866
Dusan,DORDEVIC,m,SRB,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,24,5.2,8.866,NA,14.066
,DAMDINDORJ,m,MGL,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,25,4.8,9.066,NA,13.866
,DAMDINDORJ,m,MGL,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,25,4.8,8.566,0.3,13.066
Pau,JIMENEZ,m,ESP,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,26,5.2,8,NA,13.2
Pau,JIMENEZ,m,ESP,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,26,4.4,9.266,NA,13.666
,JIMSHELEISHVILI,m,GEO,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,27,4.8,8.466,0.1,13.166
,JIMSHELEISHVILI,m,GEO,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,27,4.4,8.6,NA,13
Kerem,SENER,m,TUR,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,28,5.2,7.9,0.1,13
Kerem,SENER,m,TUR,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,28,4,9.066,NA,13.066
Akseli,KARSIKAS,m,FIN,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,29,5.2,7.933,0.3,12.833
Akseli,KARSIKAS,m,FIN,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,29,5.2,7.9,NA,13.1
Samuel,DICK,m,NZL,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,30,5.2,7.9,0.1,13
Samuel,DICK,m,NZL,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,30,5.2,7.933,0.3,12.833
,ABDELRAHMAN,m,EGY,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,NA,5.2,8.166,NA,13.366
,ABDELRAHMAN,m,EGY,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,NA,NA,NA,NA,NA
Dmitriy,PATANIN,m,KAZ,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,NA,5.2,8.033,NA,13.233
Dmitriy,PATANIN,m,KAZ,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,NA,NA,NA,NA,NA
Giorgia,VILLA,w,ITA,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",BB,1,5.4,8.566,NA,13.966
Marine,BOYER,w,FRA,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",BB,2,5.8,8.066,NA,13.866
Anna,LASHCHEVSKA,w,UKR,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",BB,3,5.7,7.733,NA,13.433
Ayaka,SAKAGUCHI,w,JPN,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",BB,4,5.6,7.766,NA,13.366
Viola,PIERAZZINI,w,ITA,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",BB,5,5.5,7.133,NA,12.633
Yelyzaveta,HUBAREVA,w,UKR,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",BB,6,5.1,7.5,NA,12.6
Hua Tien,TING,w,TPE,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",BB,7,4.9,6.533,NA,11.433
Ruby,PASS,w,AUS,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",BB,8,4.7,6.366,NA,11.066
Marine,BOYER,w,FRA,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",FX,1,4.9,7.933,NA,12.833
Arianna,BELARDELLI,w,ITA,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",FX,2,5.3,7.8,0.3,12.8
Sevgi,KAYISOGLU,w,TUR,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",FX,3,5,7.566,NA,12.566
Ruby,PASS,w,AUS,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",FX,4,5,7.766,0.3,12.466
Ayaka,SAKAGUCHI,w,JPN,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",FX,5,4.8,7.633,NA,12.433
Halle,HILTON,w,IRL,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",FX,6,4.9,7.5,NA,12.4
Elvira,KATSALI,w,GRE,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",FX,7,4.3,7.3,NA,11.6
Nazanin,TEYMUROVA,w,AZE,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",FX,8,4.6,5.366,NA,9.966
Qiyuan,QIU,w,CHN,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",UB,1,6.2,8.5,NA,14.7
Giorgia,VILLA,w,ITA,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",UB,2,5.8,8.2,NA,14
Sanna,VEERMAN,w,NED,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",UB,3,6.2,7.566,NA,13.766
Georgia Rose,BROWN,w,AUS,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",UB,4,5.7,7.933,NA,13.633
Ruby,PASS,w,AUS,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",UB,5,5.8,7.833,NA,13.633
Eythora,THORSDOTTIR,w,NED,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",UB,6,5.6,7.966,NA,13.566
Sevgi,KAYISOGLU,w,TUR,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",UB,7,5.3,7.666,NA,12.966
Filipa,MARTINS,w,POR,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",UB,8,5.2,7.7,NA,12.9
Coline,DEVILLARD,w,FRA,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",VT_1,1,5.4,8.933,NA,14.333
Coline,DEVILLARD,w,FRA,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",VT_2,1,4.2,8.833,NA,13.033
,CHUSOVITINA,w,UZB,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",VT_1,2,5,8.733,0.1,13.633
,CHUSOVITINA,w,UZB,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",VT_2,2,4.4,8.833,NA,13.233
Linmin,YU,w,CHN,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",VT_1,3,5.2,8.566,NA,13.766
Linmin,YU,w,CHN,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",VT_2,3,4.2,8.8,NA,13
Bilge,TARHAN,w,TUR,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",VT_1,4,4.2,8.7,NA,12.9
Bilge,TARHAN,w,TUR,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",VT_2,4,4,8.733,NA,12.733
Rifda,IRFANALUTHFI,w,INA,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",VT_1,5,4.2,8.833,NA,13.033
Rifda,IRFANALUTHFI,w,INA,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",VT_2,5,3.8,8.766,NA,12.566
Darya,YASSINSKAYA,w,KAZ,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",VT_1,6,4,8.8,NA,12.8
Darya,YASSINSKAYA,w,KAZ,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",VT_2,6,3.8,8.833,NA,12.633
Nancy,TAMAN,w,EGY,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",VT_1,7,4.2,8.866,NA,13.066
Nancy,TAMAN,w,EGY,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",VT_2,7,3.8,8.733,0.3,12.233
Bengisu,YILDIZ,w,TUR,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",VT_1,8,4.2,8.666,NA,12.866
Bengisu,YILDIZ,w,TUR,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",VT_2,8,3.8,8.6,0.1,12.3
Giorgia,VILLA,w,ITA,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",BB,1,5.4,8.466,NA,13.866
Marine,BOYER,w,FRA,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",BB,2,5.6,8.033,NA,13.633
Anna,LASHCHEVSKA,w,UKR,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",BB,3,5.7,7.833,NA,13.533
Ruby,PASS,w,AUS,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",BB,4,5.5,7.6,NA,13.1
Viola,PIERAZZINI,w,ITA,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",BB,5,5.5,7.366,NA,12.866
Yelyzaveta,HUBAREVA,w,UKR,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",BB,6,5.1,7.733,NA,12.833
Hua Tien,TING,w,TPE,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",BB,7,5,7.766,NA,12.766
Ayaka,SAKAGUCHI,w,JPN,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",BB,8,5.2,7.533,NA,12.733
Aida,BAUYRZHANOVA,w,KAZ,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",BB,9,5.1,7.6,NA,12.7
Qiyuan,QIU,w,CHN,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",BB,10,5.3,7.4,NA,12.7
